District code,Block code,Panchayat code,Panchayat
216,1201,97935,JAIMAL DUMRI
216,1201,97936,KAMALPURA
216,1201,97937,KATARU
216,1201,97938,KHUTAHI
216,1201,97939,KORIA NIZAMAT
216,1201,97940,LALOO CHAPRA
216,1201,97941,MANGURAHIYAN
216,1201,97942,MOHABBATPUR
216,1201,97943,MOHJAMMA
216,1201,97944,NEKNAMEPUR
216,1201,97945,PANDEH
216,1201,97946,PAROO [N]
216,1201,97947,PAROO [S]
216,1201,97948,RAGHUNATHPUR
216,1201,97949,RAMPUR KESO URF MALAHI
216,1201,97950,SARIYA
216,1201,97951,USTI
216,1199,97952,AHIYAPUR
216,1199,97954,BANGRA NIZAMAT
216,1199,97955,BASATPUR CHANPUR
216,1199,97956,BASUDEOPUR SARAI
216,1199,97957,BISHANPUR PATTI
216,1199,97958,BISHUNPUR KALYAN
216,1199,97959,GAURA
216,1199,97960,GULAB PATTI
216,1199,97961,HALIMPUR
216,1199,97962,HUSEPUR
216,1199,97963,HUSEPUR RATI
216,1199,97964,JAGDISHPUR
216,1199,97965,MADHOPUR HAJARI
216,1199,97967,PAHARPUR MANORATH
216,1199,97968,PAKRI BASARAT
216,1199,97969,PRASAUNI RAISI
216,1199,97971,RAJEPUR
216,1199,97973,ROOP CHAPRA
216,1199,97974,SARAIYA
216,1214,97975,BAJI BUJURG
216,1214,97976,BARIYARPUR
216,1214,97977,BERUADIH
216,1214,97978,BHARTHIPUR
216,1214,97979,BISHANPUR BAGHNAGARI
216,1214,97980,CHANDANPATTI
216,1214,97981,DIHULI ISHAQUE
216,1214,97982,DUBAHAN  BUJURG
216,1214,97984,GANNIPUR BEJHA
216,1214,97985,GAURIHAN KHALIK NAGAR
216,1214,97986,HARLOCHANPUR
216,1214,97987,JAGDISHPUR BAGHNAGRI
216,1214,97988,KATESHAR
216,1214,97989,KESHOPUR
216,1214,97990,MACHHAHI
216,1214,97991,MAJHAULIA
216,1214,97992,MARWAN URF AJIJRAGAR
216,1214,97993,MISHRAULIA
216,1214,97994,PAIGAMBERPUR
216,1214,97995,RAGHUNATHPUR DONMA
216,1214,97996,RAJAPAKAR
216,1214,97997,RAMPUR KRISHNA
216,1214,97998,RAMPUR MANI
216,1214,97999,RUPANPATTI      MATHURA
216,1214,98000,SAKRA WAJID
216,1214,98001,SARMASTPUR
216,1214,98002,SIRAJABAD
216,1202,98003,AMAITHA
216,1202,98004,AMBARATEJ SINGH
216,1202,98005,BAHILWAR GOBIND
216,1202,98007,BAHILWARA RUPNATH NORTH
216,1202,98006,BAHILWARA RUPNATH SOUTH
216,1202,98008,BAKHRA
216,1202,98009,BASAITHA
216,1202,98010,BERUA
216,1202,98011,CHAKIBRAHIM
216,1202,98012,CHAKNA
216,1202,98013,DATAPUR PUNCH BHINDA
216,1202,98014,GINJAS
216,1202,98015,GOPI DHANWAT
216,1202,98016,GOPINATHPUR DOKRA
216,1202,98017,GORGAMANDIH
216,1202,98018,KHAIRA
216,1202,98019,KOLHUA
216,1202,98020,MADHAUL
216,1202,98022,MARWAPAKAR
216,1202,98023,NARNGI JIWNATH
216,1202,98024,POKHRAIRA
216,1202,98025,RAJA RAMPUR
216,1202,98026,RAMKRISHANDU BIYAHI
216,1202,98027,REPORA RAMPUR BALI
216,1202,98028,REPURA RAMPUR BISNATH
216,1202,98029,REWA BASANTPUR NORTH
216,1202,98030,REWA BASANTPUR SOUTH
216,1202,98031,RUPAULI
216,1202,98032,SARAIYA
